caminho_relativo_xml,chave,ano,data_emissao,status,caminho_pdf,mensagem
2022\26220416367819000393550010000203951518005120.xml,26220416367819000393550010000203951518005120,2022,2022-04-14T00:00:00,gerado,individuais\2022\26220416367819000393550010000203951518005120.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000203961518005127.xml,26220416367819000393550010000203961518005127,2022,2022-04-14T00:00:00,gerado,individuais\2022\26220416367819000393550010000203961518005127.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000204591518005129.xml,26220416367819000393550010000204591518005129,2022,2022-04-20T00:00:00,gerado,individuais\2022\26220416367819000393550010000204591518005129.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000204691518005125.xml,26220416367819000393550010000204691518005125,2022,2022-04-22T00:00:00,gerado,individuais\2022\26220416367819000393550010000204691518005125.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000205521518005123.xml,26220416367819000393550010000205521518005123,2022,2022-04-26T00:00:00,gerado,individuais\2022\26220416367819000393550010000205521518005123.pdf,DANFE gerado com sucesso.
2022\27220424073694009705550000000026671000012044.xml,27220424073694009705550000000026671000012044,2022,2022-04-26T14:52:56,gerado,individuais\2022\27220424073694009705550000000026671000012044.pdf,DANFE gerado com sucesso.
2022\26220410499151000190550010000261221726898809.xml,26220410499151000190550010000261221726898809,2022,2022-04-26T15:26:50,gerado,individuais\2022\26220410499151000190550010000261221726898809.pdf,DANFE gerado com sucesso.
2022\26220441057399000477550010000322991474841480.xml,26220441057399000477550010000322991474841480,2022,2022-04-26T15:28:52,gerado,individuais\2022\26220441057399000477550010000322991474841480.pdf,DANFE gerado com sucesso.
2022\26220410948040000890550010002744091021810608.xml,26220410948040000890550010002744091021810608,2022,2022-04-26T16:13:26,gerado,individuais\2022\26220410948040000890550010002744091021810608.pdf,DANFE gerado com sucesso.
2022\26220410948040000890550010002744931631773106.xml,26220410948040000890550010002744931631773106,2022,2022-04-27T09:18:52,gerado,individuais\2022\26220410948040000890550010002744931631773106.pdf,DANFE gerado com sucesso.
2022\27220403656804000131550030001821241254017922.xml,27220403656804000131550030001821241254017922,2022,2022-04-27T16:04:00,gerado,individuais\2022\27220403656804000131550030001821241254017922.pdf,DANFE gerado com sucesso.
2022\27220408441081000258550020000920281410174080.xml,27220408441081000258550020000920281410174080,2022,2022-04-28T00:00:00,gerado,individuais\2022\27220408441081000258550020000920281410174080.pdf,DANFE gerado com sucesso.
2022\27220517487985000124550010000053101076109512.xml,27220517487985000124550010000053101076109512,2022,2022-05-03T00:00:00,gerado,individuais\2022\27220517487985000124550010000053101076109512.pdf,DANFE gerado com sucesso.
2022\26220521896205000177550010000070411195007357.xml,26220521896205000177550010000070411195007357,2022,2022-05-05T13:37:04,gerado,individuais\2022\26220521896205000177550010000070411195007357.pdf,DANFE gerado com sucesso.
2022\27220508441081000258550020000929221841017985.xml,27220508441081000258550020000929221841017985,2022,2022-05-23T00:00:00,gerado,individuais\2022\27220508441081000258550020000929221841017985.pdf,DANFE gerado com sucesso.
2022\23220624073694000589550000006138751001539778.xml,23220624073694000589550000006138751001539778,2022,2022-06-02T09:13:05,gerado,individuais\2022\23220624073694000589550000006138751001539778.pdf,DANFE gerado com sucesso.
2022\27220617469701015360550000000744961069959350.xml,27220617469701015360550000000744961069959350,2022,2022-06-17T11:02:22,gerado,individuais\2022\27220617469701015360550000000744961069959350.pdf,DANFE gerado com sucesso.
2022\23220624073694000589550000006155461018528031.xml,23220624073694000589550000006155461018528031,2022,2022-06-22T11:55:57,gerado,individuais\2022\23220624073694000589550000006155461018528031.pdf,DANFE gerado com sucesso.
2022\35220761946091000147550010000385951410672810.xml,35220761946091000147550010000385951410672810,2022,2022-07-05T15:30:52,gerado,individuais\2022\35220761946091000147550010000385951410672810.pdf,DANFE gerado com sucesso.
2022\35220761946091000147550010000386541336102884.xml,35220761946091000147550010000386541336102884,2022,2022-07-07T16:49:54,gerado,individuais\2022\35220761946091000147550010000386541336102884.pdf,DANFE gerado com sucesso.
2022\23220724073694000589550000006173141001548407.xml,23220724073694000589550000006173141001548407,2022,2022-07-14T09:57:07,gerado,individuais\2022\23220724073694000589550000006173141001548407.pdf,DANFE gerado com sucesso.
2022\27220741187998000162550010000286981411879980.xml,27220741187998000162550010000286981411879980,2022,2022-07-15T00:00:00,gerado,individuais\2022\27220741187998000162550010000286981411879980.pdf,DANFE gerado com sucesso.
2022\41220737995408000231550010000001191523711969.xml,41220737995408000231550010000001191523711969,2022,2022-07-15T11:17:51,gerado,individuais\2022\41220737995408000231550010000001191523711969.pdf,DANFE gerado com sucesso.
2022\41220712570061000173550010000000951000005548.xml,41220712570061000173550010000000951000005548,2022,2022-07-18T10:40:43,gerado,individuais\2022\41220712570061000173550010000000951000005548.pdf,DANFE gerado com sucesso.
2022\27220745554837000110550010000000051415446076.xml,27220745554837000110550010000000051415446076,2022,2022-07-29T09:57:00,gerado,individuais\2022\27220745554837000110550010000000051415446076.pdf,DANFE gerado com sucesso.
2022\35220861946091000147550010000392741382607020.xml,35220861946091000147550010000392741382607020,2022,2022-08-09T14:23:36,gerado,individuais\2022\35220861946091000147550010000392741382607020.pdf,DANFE gerado com sucesso.
2022\27220927022389000122550010000002591009201609.xml,27220927022389000122550010000002591009201609,2022,2022-09-12T15:21:00,gerado,individuais\2022\27220927022389000122550010000002591009201609.pdf,DANFE gerado com sucesso.
2022\27220902109886000131550010000001221395568062.xml,27220902109886000131550010000001221395568062,2022,2022-09-23T09:44:00,gerado,individuais\2022\27220902109886000131550010000001221395568062.pdf,DANFE gerado com sucesso.
2022\43220990265919000108550010000503691794322880.xml,43220990265919000108550010000503691794322880,2022,2022-09-29T10:06:00,gerado,individuais\2022\43220990265919000108550010000503691794322880.pdf,DANFE gerado com sucesso.
2022\27221044536841000193550010000000041839656297.xml,27221044536841000193550010000000041839656297,2022,2022-10-26T19:04:48,gerado,individuais\2022\27221044536841000193550010000000041839656297.pdf,DANFE gerado com sucesso.
2022\32221032270838000272550010000641851964541450.xml,32221032270838000272550010000641851964541450,2022,2022-10-27T16:21:00,gerado,individuais\2022\32221032270838000272550010000641851964541450.pdf,DANFE gerado com sucesso.
2022\27221108441081000258550020000981561933441090.xml,27221108441081000258550020000981561933441090,2022,2022-11-01T00:00:00,gerado,individuais\2022\27221108441081000258550020000981561933441090.pdf,DANFE gerado com sucesso.
2022\27221124073694009705550000000032511000161559.xml,27221124073694009705550000000032511000161559,2022,2022-11-04T12:21:16,gerado,individuais\2022\27221124073694009705550000000032511000161559.pdf,DANFE gerado com sucesso.
2022\27221103656804000646550050000845171520892054.xml,27221103656804000646550050000845171520892054,2022,2022-11-08T14:53:00,gerado,individuais\2022\27221103656804000646550050000845171520892054.pdf,DANFE gerado com sucesso.
2022\26221143648971005033550010006706811956112072.xml,26221143648971005033550010006706811956112072,2022,2022-11-09T14:03:14,gerado,individuais\2022\26221143648971005033550010006706811956112072.pdf,DANFE gerado com sucesso.
2022\43221190265919000108550010000508831328541431.xml,43221190265919000108550010000508831328541431,2022,2022-11-10T11:16:00,gerado,individuais\2022\43221190265919000108550010000508831328541431.pdf,DANFE gerado com sucesso.
2022\27221102556423000118550010002702491001777328.xml,27221102556423000118550010002702491001777328,2022,2022-11-16T11:40:43,gerado,individuais\2022\27221102556423000118550010002702491001777328.pdf,DANFE gerado com sucesso.
2022\27221142278123000139550010000002191498736672.xml,27221142278123000139550010000002191498736672,2022,2022-11-23T12:24:58,gerado,individuais\2022\27221142278123000139550010000002191498736672.pdf,DANFE gerado com sucesso.
2022\27221203656804000131550030002284081427523308.xml,27221203656804000131550030002284081427523308,2022,2022-12-06T19:24:00,gerado,individuais\2022\27221203656804000131550030002284081427523308.pdf,DANFE gerado com sucesso.
2022\27221220616431000194550010000050751991836698.xml,27221220616431000194550010000050751991836698,2022,2022-12-07T10:45:00,gerado,individuais\2022\27221220616431000194550010000050751991836698.pdf,DANFE gerado com sucesso.
2022\23221224073694000589550000006297731001579558.xml,23221224073694000589550000006297731001579558,2022,2022-12-08T09:45:47,gerado,individuais\2022\23221224073694000589550000006297731001579558.pdf,DANFE gerado com sucesso.
2022\27221203656804000131550030002299011644064698.xml,27221203656804000131550030002299011644064698,2022,2022-12-13T11:06:00,gerado,individuais\2022\27221203656804000131550030002299011644064698.pdf,DANFE gerado com sucesso.
2022\43221287958674000181558900443427411514497058.xml,43221287958674000181558900443427411514497058,2022,2022-12-14T14:32:00,gerado,individuais\2022\43221287958674000181558900443427411514497058.pdf,DANFE gerado com sucesso.
2022\27221203656804000131550030002307131203649301.xml,27221203656804000131550030002307131203649301,2022,2022-12-15T14:29:00,gerado,individuais\2022\27221203656804000131550030002307131203649301.pdf,DANFE gerado com sucesso.
2022\35221246958948000155550010000742771001212295.xml,35221246958948000155550010000742771001212295,2022,2022-12-16T11:33:53,gerado,individuais\2022\35221246958948000155550010000742771001212295.pdf,DANFE gerado com sucesso.
2022\29221210522675000154550010000018511293648282.xml,29221210522675000154550010000018511293648282,2022,2022-12-28T15:26:18,gerado,individuais\2022\29221210522675000154550010000018511293648282.pdf,DANFE gerado com sucesso.
2023\27230103656804000131550030002389141884839751.xml,27230103656804000131550030002389141884839751,2023,2023-01-11T17:42:00,gerado,individuais\2023\27230103656804000131550030002389141884839751.pdf,DANFE gerado com sucesso.
2023\43230190265919000108550010000514491480760175.xml,43230190265919000108550010000514491480760175,2023,2023-01-17T09:23:00,gerado,individuais\2023\43230190265919000108550010000514491480760175.pdf,DANFE gerado com sucesso.
2023\27230120616431000194550010000051431482043662.xml,27230120616431000194550010000051431482043662,2023,2023-01-17T11:40:00,gerado,individuais\2023\27230120616431000194550010000051431482043662.pdf,DANFE gerado com sucesso.
2023\27230141187998000162550010000298431411879987.xml,27230141187998000162550010000298431411879987,2023,2023-01-18T00:00:00,gerado,individuais\2023\27230141187998000162550010000298431411879987.pdf,DANFE gerado com sucesso.
2023\23230124073694000589550000006332181019057955.xml,23230124073694000589550000006332181019057955,2023,2023-01-18T09:51:57,gerado,individuais\2023\23230124073694000589550000006332181019057955.pdf,DANFE gerado com sucesso.
2023\27230141187998000162550010000298991411879982.xml,27230141187998000162550010000298991411879982,2023,2023-01-24T00:00:00,gerado,individuais\2023\27230141187998000162550010000298991411879982.pdf,DANFE gerado com sucesso.
2023\35230161946091000147550010000422621236011557.xml,35230161946091000147550010000422621236011557,2023,2023-01-27T14:26:37,gerado,individuais\2023\35230161946091000147550010000422621236011557.pdf,DANFE gerado com sucesso.
2023\23230124073694000589550000006343471001591013.xml,23230124073694000589550000006343471001591013,2023,2023-01-30T10:51:59,gerado,individuais\2023\23230124073694000589550000006343471001591013.pdf,DANFE gerado com sucesso.
2023\27230117469701015360550000000834881007067367.xml,27230117469701015360550000000834881007067367,2023,2023-01-30T12:30:52,gerado,individuais\2023\27230117469701015360550000000834881007067367.pdf,DANFE gerado com sucesso.
2023\27230203656804000131550030002463291798622950.xml,27230203656804000131550030002463291798622950,2023,2023-02-03T14:28:00,gerado,individuais\2023\27230203656804000131550030002463291798622950.pdf,DANFE gerado com sucesso.
2023\27230226774412000172550030000061081075565380.xml,27230226774412000172550030000061081075565380,2023,2023-02-09T07:43:33,gerado,individuais\2023\27230226774412000172550030000061081075565380.pdf,DANFE gerado com sucesso.
2023\27230311188276000161550030000009031262882026.xml,27230311188276000161550030000009031262882026,2023,2023-03-03T19:08:04,gerado,individuais\2023\27230311188276000161550030000009031262882026.pdf,DANFE gerado com sucesso.
2023\26230324073694000155550010009204047002306094.xml,26230324073694000155550010009204047002306094,2023,2023-03-07T16:59:03,gerado,individuais\2023\26230324073694000155550010009204047002306094.pdf,DANFE gerado com sucesso.
2023\27230302109886000131550010000001271745695900.xml,27230302109886000131550010000001271745695900,2023,2023-03-10T09:49:00,gerado,individuais\2023\27230302109886000131550010000001271745695900.pdf,DANFE gerado com sucesso.
2023\33230306020318000544550050006100891538181900.xml,33230306020318000544550050006100891538181900,2023,2023-03-21T14:07:55,gerado,individuais\2023\33230306020318000544550050006100891538181900.pdf,DANFE gerado com sucesso.
2023\23230424073694000589550000006408561001607257.xml,23230424073694000589550000006408561001607257,2023,2023-04-14T16:10:05,gerado,individuais\2023\23230424073694000589550000006408561001607257.pdf,DANFE gerado com sucesso.
2023\27230403656804000727550030007372011709694529.xml,27230403656804000727550030007372011709694529,2023,2023-04-20T14:08:00,gerado,individuais\2023\27230403656804000727550030007372011709694529.pdf,DANFE gerado com sucesso.
2023\27230403656804000131550030002686791190247965.xml,27230403656804000131550030002686791190247965,2023,2023-04-20T16:08:00,gerado,individuais\2023\27230403656804000131550030002686791190247965.pdf,DANFE gerado com sucesso.
2023\23230424073694000589550000006417981001609640.xml,23230424073694000589550000006417981001609640,2023,2023-04-26T15:14:00,gerado,individuais\2023\23230424073694000589550000006417981001609640.pdf,DANFE gerado com sucesso.
2023\27230503656804000727550030007434981310068351.xml,27230503656804000727550030007434981310068351,2023,2023-05-03T17:17:00,gerado,individuais\2023\27230503656804000727550030007434981310068351.pdf,DANFE gerado com sucesso.
2023\23230524073694000589550000006431721019356518.xml,23230524073694000589550000006431721019356518,2023,2023-05-12T15:39:51,gerado,individuais\2023\23230524073694000589550000006431721019356518.pdf,DANFE gerado com sucesso.
2023\27230503656804000727550030007537411366576120.xml,27230503656804000727550030007537411366576120,2023,2023-05-26T10:52:00,gerado,individuais\2023\27230503656804000727550030007537411366576120.pdf,DANFE gerado com sucesso.
2023\27230503656804000727550030007546191635747091.xml,27230503656804000727550030007546191635747091,2023,2023-05-29T10:31:00,gerado,individuais\2023\27230503656804000727550030007546191635747091.pdf,DANFE gerado com sucesso.
2023\26230627244680002199550010000275221610186153.xml,26230627244680002199550010000275221610186153,2023,2023-06-01T08:31:59,gerado,individuais\2023\26230627244680002199550010000275221610186153.pdf,DANFE gerado com sucesso.
2023\26230616701716003686550250018914791081543427.xml,26230616701716003686550250018914791081543427,2023,2023-06-08T15:43:42,gerado,individuais\2023\26230616701716003686550250018914791081543427.pdf,DANFE gerado com sucesso.
2023\41230702614594000156550050000476821588091181.xml,41230702614594000156550050000476821588091181,2023,2023-07-06T09:42:00,gerado,individuais\2023\41230702614594000156550050000476821588091181.pdf,DANFE gerado com sucesso.
2023\35230755392005000107550010000393831000169640.xml,35230755392005000107550010000393831000169640,2023,2023-07-27T09:11:05,gerado,individuais\2023\35230755392005000107550010000393831000169640.pdf,DANFE gerado com sucesso.
2023\27230841418627000144550010000001771000020250.xml,27230841418627000144550010000001771000020250,2023,2023-08-24T11:04:00,gerado,individuais\2023\27230841418627000144550010000001771000020250.pdf,DANFE gerado com sucesso.
2023\35230900595061000149550010001062131002079119.xml,35230900595061000149550010001062131002079119,2023,2023-09-12T00:00:00,gerado,individuais\2023\35230900595061000149550010001062131002079119.pdf,DANFE gerado com sucesso.
2023\27230911188276000161550030000017041456921682.xml,27230911188276000161550030000017041456921682,2023,2023-09-19T12:30:56,gerado,individuais\2023\27230911188276000161550030000017041456921682.pdf,DANFE gerado com sucesso.
2023\27230903656804000727550030007990861532495571.xml,27230903656804000727550030007990861532495571,2023,2023-09-29T16:22:00,gerado,individuais\2023\27230903656804000727550030007990861532495571.pdf,DANFE gerado com sucesso.
2023\27231011992870000100550020000110161725899793.xml,27231011992870000100550020000110161725899793,2023,2023-10-11T12:31:20,gerado,individuais\2023\27231011992870000100550020000110161725899793.pdf,DANFE gerado com sucesso.
2023\27231011992870000100550020000110181512955399.xml,27231011992870000100550020000110181512955399,2023,2023-10-11T14:16:47,gerado,individuais\2023\27231011992870000100550020000110181512955399.pdf,DANFE gerado com sucesso.
2023\27231011992870000100550020000110191145305865.xml,27231011992870000100550020000110191145305865,2023,2023-10-11T15:29:09,gerado,individuais\2023\27231011992870000100550020000110191145305865.pdf,DANFE gerado com sucesso.
2023\27231011992870000100550020000110201546046292.xml,27231011992870000100550020000110201546046292,2023,2023-10-11T16:30:50,gerado,individuais\2023\27231011992870000100550020000110201546046292.pdf,DANFE gerado com sucesso.
2023\23231124073694000589550000006578391001649720.xml,23231124073694000589550000006578391001649720,2023,2023-11-10T13:49:27,gerado,individuais\2023\23231124073694000589550000006578391001649720.pdf,DANFE gerado com sucesso.
2023\27231111188276000161550030000018681961130138.xml,27231111188276000161550030000018681961130138,2023,2023-11-16T13:52:28,gerado,individuais\2023\27231111188276000161550030000018681961130138.pdf,DANFE gerado com sucesso.
2023\27231113674740000155550010000044121855151989.xml,27231113674740000155550010000044121855151989,2023,2023-11-23T09:18:00,gerado,individuais\2023\27231113674740000155550010000044121855151989.pdf,DANFE gerado com sucesso.
2023\27231121344990000155550010000050301946048901.xml,27231121344990000155550010000050301946048901,2023,2023-11-23T10:23:19,gerado,individuais\2023\27231121344990000155550010000050301946048901.pdf,DANFE gerado com sucesso.
2023\27231114989900000118550020000267261081082105.xml,27231114989900000118550020000267261081082105,2023,2023-11-29T00:00:00,gerado,individuais\2023\27231114989900000118550020000267261081082105.pdf,DANFE gerado com sucesso.
2023\27231119318040000376550030000051291924218294.xml,27231119318040000376550030000051291924218294,2023,2023-11-30T16:25:03,gerado,individuais\2023\27231119318040000376550030000051291924218294.pdf,DANFE gerado com sucesso.
2023\27231207122759000196550030000397011001127045.xml,27231207122759000196550030000397011001127045,2023,2023-12-01T09:54:20,gerado,individuais\2023\27231207122759000196550030000397011001127045.pdf,DANFE gerado com sucesso.
2023\35231211949920000177550010000078261217134470.xml,35231211949920000177550010000078261217134470,2023,2023-12-04T15:25:30,gerado,individuais\2023\35231211949920000177550010000078261217134470.pdf,DANFE gerado com sucesso.
2023\27231221678658000127550020000033491090202927.xml,27231221678658000127550020000033491090202927,2023,2023-12-07T00:00:00,gerado,individuais\2023\27231221678658000127550020000033491090202927.pdf,DANFE gerado com sucesso.
2023\26231200289348000574550010001127561346541616.xml,26231200289348000574550010001127561346541616,2023,2023-12-11T18:37:59,gerado,individuais\2023\26231200289348000574550010001127561346541616.pdf,DANFE gerado com sucesso.
2023\27231217469701015360550000000949901610213361.xml,27231217469701015360550000000949901610213361,2023,2023-12-12T16:11:50,gerado,individuais\2023\27231217469701015360550000000949901610213361.pdf,DANFE gerado com sucesso.
2024\100\27240113674740000155550010000044951535137952.xml,27240113674740000155550010000044951535137952,2024,2024-01-05T11:05:00,gerado,individuais\2024\27240113674740000155550010000044951535137952.pdf,DANFE gerado com sucesso.
2024\100\27240102556423000118550010003160881002276752.xml,27240102556423000118550010003160881002276752,2024,2024-01-19T00:00:00,gerado,individuais\2024\27240102556423000118550010003160881002276752.pdf,DANFE gerado com sucesso.
2024\100\27240103656804000727550030008422471308865130.xml,27240103656804000727550030008422471308865130,2024,2024-01-19T15:32:00,gerado,individuais\2024\27240103656804000727550030008422471308865130.pdf,DANFE gerado com sucesso.
2024\100\27240111449511000101550000001670101995367643.xml,27240111449511000101550000001670101995367643,2024,2024-01-22T11:35:08,gerado,individuais\2024\27240111449511000101550000001670101995367643.pdf,DANFE gerado com sucesso.
2024\100\27240102556423000118550010003167251002283471.xml,27240102556423000118550010003167251002283471,2024,2024-01-25T00:00:00,gerado,individuais\2024\27240102556423000118550010003167251002283471.pdf,DANFE gerado com sucesso.
2024\100\27240135616280000141550010000051321419057678.xml,27240135616280000141550010000051321419057678,2024,2024-01-26T16:09:01,gerado,individuais\2024\27240135616280000141550010000051321419057678.pdf,DANFE gerado com sucesso.
2024\100\27240102556423000118550010003170311002286830.xml,27240102556423000118550010003170311002286830,2024,2024-01-29T00:00:00,gerado,individuais\2024\27240102556423000118550010003170311002286830.pdf,DANFE gerado com sucesso.
2024\100\27240107122759000196550030000421821202382371.xml,27240107122759000196550030000421821202382371,2024,2024-01-30T07:37:18,gerado,individuais\2024\27240107122759000196550030000421821202382371.pdf,DANFE gerado com sucesso.
2024\100\27240215016380000120550010000102521004563027.xml,27240215016380000120550010000102521004563027,2024,2024-02-05T00:00:00,gerado,individuais\2024\27240215016380000120550010000102521004563027.pdf,DANFE gerado com sucesso.
2024\100\27240215016380000120550010000102671004567670.xml,27240215016380000120550010000102671004567670,2024,2024-02-09T00:00:00,gerado,individuais\2024\27240215016380000120550010000102671004567670.pdf,DANFE gerado com sucesso.
2024\100\27240270015672000156550010001157701019350103.xml,27240270015672000156550010001157701019350103,2024,2024-02-09T10:34:18,gerado,individuais\2024\27240270015672000156550010001157701019350103.pdf,DANFE gerado com sucesso.
2024\100\27240211188276000161550010001125691134018303.xml,27240211188276000161550010001125691134018303,2024,2024-02-09T13:22:15,gerado,individuais\2024\27240211188276000161550010001125691134018303.pdf,DANFE gerado com sucesso.
2024\100\27240207122759000196550030000430501500006911.xml,27240207122759000196550030000430501500006911,2024,2024-02-16T07:35:21,gerado,individuais\2024\27240207122759000196550030000430501500006911.pdf,DANFE gerado com sucesso.
2024\100\27240235616280000141550010000052221430194964.xml,27240235616280000141550010000052221430194964,2024,2024-02-16T13:56:06,gerado,individuais\2024\27240235616280000141550010000052221430194964.pdf,DANFE gerado com sucesso.
2024\100\27240203656804000131550030003481541633760546.xml,27240203656804000131550030003481541633760546,2024,2024-02-19T11:48:00,gerado,individuais\2024\27240203656804000131550030003481541633760546.pdf,DANFE gerado com sucesso.
2024\100\27240202556423000118550010003195501002314236.xml,27240202556423000118550010003195501002314236,2024,2024-02-23T00:00:00,gerado,individuais\2024\27240202556423000118550010003195501002314236.pdf,DANFE gerado com sucesso.
2024\100\27240207122759000196550030000436151394817854.xml,27240207122759000196550030000436151394817854,2024,2024-02-27T08:17:39,gerado,individuais\2024\27240207122759000196550030000436151394817854.pdf,DANFE gerado com sucesso.
2024\100\27240209619157000174550010001833281196769013.xml,27240209619157000174550010001833281196769013,2024,2024-02-27T08:45:00,gerado,individuais\2024\27240209619157000174550010001833281196769013.pdf,DANFE gerado com sucesso.
2024\35240261946091000147550010000499001581410315.xml,35240261946091000147550010000499001581410315,2024,2024-02-27T14:33:44,gerado,individuais\2024\35240261946091000147550010000499001581410315.pdf,DANFE gerado com sucesso.
2024\100\27240202556423000118550010003200291002319426.xml,27240202556423000118550010003200291002319426,2024,2024-02-28T00:00:00,gerado,individuais\2024\27240202556423000118550010003200291002319426.pdf,DANFE gerado com sucesso.
2024\100\27240202556423000118550010003201031002320237.xml,27240202556423000118550010003201031002320237,2024,2024-02-28T00:00:00,gerado,individuais\2024\27240202556423000118550010003201031002320237.pdf,DANFE gerado com sucesso.
2024\100\27240211449511000101550000001678981629904947.xml,27240211449511000101550000001678981629904947,2024,2024-02-28T08:04:27,gerado,individuais\2024\27240211449511000101550000001678981629904947.pdf,DANFE gerado com sucesso.
2024\100\27240207122759000196550030000437291811972660.xml,27240207122759000196550030000437291811972660,2024,2024-02-28T11:04:02,gerado,individuais\2024\27240207122759000196550030000437291811972660.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001183951019750661.xml,27240370015672000156550010001183951019750661,2024,2024-03-01T07:48:21,gerado,individuais\2024\27240370015672000156550010001183951019750661.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001184731019759381.xml,27240370015672000156550010001184731019759381,2024,2024-03-01T12:30:55,gerado,individuais\2024\27240370015672000156550010001184731019759381.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001185411019769800.xml,27240370015672000156550010001185411019769800,2024,2024-03-02T07:09:47,gerado,individuais\2024\27240370015672000156550010001185411019769800.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001185421019769920.xml,27240370015672000156550010001185421019769920,2024,2024-03-02T07:22:31,gerado,individuais\2024\27240370015672000156550010001185421019769920.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001185431019769952.xml,27240370015672000156550010001185431019769952,2024,2024-03-02T07:24:19,gerado,individuais\2024\27240370015672000156550010001185431019769952.pdf,DANFE gerado com sucesso.
2024\100\27240309619157000174550010001839861229174129.xml,27240309619157000174550010001839861229174129,2024,2024-03-05T10:04:00,gerado,individuais\2024\27240309619157000174550010001839861229174129.pdf,DANFE gerado com sucesso.
2024\100\27240311449511000101550000001680701735283504.xml,27240311449511000101550000001680701735283504,2024,2024-03-06T06:48:23,gerado,individuais\2024\27240311449511000101550000001680701735283504.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000131550030003520271644220731.xml,27240303656804000131550030003520271644220731,2024,2024-03-06T11:24:00,gerado,individuais\2024\27240303656804000131550030003520271644220731.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000131550030003520521965442448.xml,27240303656804000131550030003520521965442448,2024,2024-03-06T12:29:00,gerado,individuais\2024\27240303656804000131550030003520521965442448.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000131550030003522711582965070.xml,27240303656804000131550030003522711582965070,2024,2024-03-07T10:23:00,gerado,individuais\2024\27240303656804000131550030003522711582965070.pdf,DANFE gerado com sucesso.
2024\100\27240307122759000196550030000443271809442252.xml,27240307122759000196550030000443271809442252,2024,2024-03-11T07:52:50,gerado,individuais\2024\27240307122759000196550030000443271809442252.pdf,DANFE gerado com sucesso.
2024\100\27240326774412000172550030000098361798946059.xml,27240326774412000172550030000098361798946059,2024,2024-03-11T07:57:53,gerado,individuais\2024\27240326774412000172550030000098361798946059.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000131550030003534561199311177.xml,27240303656804000131550030003534561199311177,2024,2024-03-12T10:53:00,gerado,individuais\2024\27240303656804000131550030003534561199311177.pdf,DANFE gerado com sucesso.
2024\100\27240302556423000207550010000100571000113433.xml,27240302556423000207550010000100571000113433,2024,2024-03-13T00:00:00,gerado,individuais\2024\27240302556423000207550010000100571000113433.pdf,DANFE gerado com sucesso.
2024\100\27240315016380000120550010000104611004595879.xml,27240315016380000120550010000104611004595879,2024,2024-03-13T00:00:00,gerado,individuais\2024\27240315016380000120550010000104611004595879.pdf,DANFE gerado com sucesso.
2024\100\27240330555993000129550010000026881000014036.xml,27240330555993000129550010000026881000014036,2024,2024-03-13T00:00:00,gerado,individuais\2024\27240330555993000129550010000026881000014036.pdf,DANFE gerado com sucesso.
2024\100\27240370015672000156550010001201781020019288.xml,27240370015672000156550010001201781020019288,2024,2024-03-13T13:49:23,gerado,individuais\2024\27240370015672000156550010001201781020019288.pdf,DANFE gerado com sucesso.
2024\100\27240330430226000789550010000001111769620769.xml,27240330430226000789550010000001111769620769,2024,2024-03-13T15:26:00,gerado,individuais\2024\27240330430226000789550010000001111769620769.pdf,DANFE gerado com sucesso.
2024\100\27240302556423000118550010003217591002337845.xml,27240302556423000118550010003217591002337845,2024,2024-03-14T00:00:00,gerado,individuais\2024\27240302556423000118550010003217591002337845.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000131550030003540601789246670.xml,27240303656804000131550030003540601789246670,2024,2024-03-14T12:49:00,gerado,individuais\2024\27240303656804000131550030003540601789246670.pdf,DANFE gerado com sucesso.
2024\100\27240303656804000727550030008652071100663278.xml,27240303656804000727550030008652071100663278,2024,2024-03-15T11:18:00,gerado,individuais\2024\27240303656804000727550030008652071100663278.pdf,DANFE gerado com sucesso.
2024\100\27240307526698000122550030000002261710215509.xml,27240307526698000122550030000002261710215509,2024,2024-03-20T14:49:35,gerado,individuais\2024\27240307526698000122550030000002261710215509.pdf,DANFE gerado com sucesso.
2024\100\26240300289348000574550010001179601066142630.xml,26240300289348000574550010001179601066142630,2024,2024-03-21T08:31:43,gerado,individuais\2024\26240300289348000574550010001179601066142630.pdf,DANFE gerado com sucesso.
2024\100\27240302581010000193550010010021851568244040.xml,27240302581010000193550010010021851568244040,2024,2024-03-23T05:05:00,gerado,individuais\2024\27240302581010000193550010010021851568244040.pdf,DANFE gerado com sucesso.
2024\100\27240311449511000101550000001685601045817330.xml,27240311449511000101550000001685601045817330,2024,2024-03-27T06:57:52,gerado,individuais\2024\27240311449511000101550000001685601045817330.pdf,DANFE gerado com sucesso.
